region,district,City,latitude,longitude
Луганська,Кремінський,Житлівка,38.18745,49.09738
Луганська,Кремінський,Кузьмине,38.1447,49.0064
Луганська,Кремінський,Червона Діброва,38.11191,49.00125
Луганська,Кремінський,Стара Краснянка,38.28873,49.03679
Луганська,м Сєверодонецьк,Синецький,38.41164,48.9477
Луганська,м Лисичанськ,Лисичанськ,38.36408,48.91165
Луганська,м Сєверодонецьк,Лісна Дача,38.48854,48.92057
Луганська,м Сєверодонецьк,Павлоград,38.44992,48.92641
Луганська,Попаснянський,Тополівка,38.32632,48.86341
Луганська,Попаснянський,Підлісне,38.44631,48.80796
Луганська,Попаснянський,Лоскутівка,38.41043,48.80419
Луганська,Старобільський,Роздольне,39.01005,49.30664
Луганська,Старобільський,Омелькове,39.07991,49.13687
Луганська,Новоайдарський,Ковпаки,39.0176,49.09138
Луганська,Новоайдарський,Трудове,39.01176,49.07095
Луганська,Новоайдарський,Царівка,39.0497,48.88538
Луганська,Новоайдарський,Бахмутівка,39.04198,48.86753
Луганська,Станично-Луганський,Михайлівка,39.04987,48.92538
Луганська,Новоайдарський,Безгинове,39.01056,48.91886
Луганська,Новоайдарський,Деменкове,39.0521,48.90066
Луганська,Новоайдарський,Райгородка,39.0794,48.81964
Луганська,м Краснодон,Молодогвардійськ,39.65017,48.34259
Луганська,м Краснодон,Суходільськ,39.72433,48.35272
Луганська,м Краснодон,Краснодон,39.72021,48.30774
Луганська,Лутугинський,Лутугине,39.20797,48.40267
Луганська,м Луганськ,Щастя,39.24351,48.73621
Луганська,м Луганськ,Луганськ,39.32041,48.55751
Луганська,Станично-Луганський,Станично-луганське,39.48675,48.64008
Луганська,Краснодонський,Сімейкине,39.53138,48.33641
Луганська,Краснодонський,Новосвітлівка,39.50804,48.49073
Луганська,м Луганськ,Олександрівськ,39.18514,48.5927
Луганська,м Луганськ,Ювілейне,39.17398,48.55631
Луганська,Лутугинський,Леніна,39.15132,48.43048
Луганська,Лутугинський,Челюскінець,39.18926,48.42911
Луганська,Лутугинський,Георгіївка,39.27132,48.43391
Луганська,Лутугинський,Врубівський,39.13107,48.40473
Луганська,Лутугинський,Білоріченський,39.10326,48.4382
Луганська,м Краснодон,Сєверний,39.92706,48.35495
Луганська,м Краснодон,Краснодарський,39.96534,48.29727
Луганська,Краснодонський,Мирне,39.65309,48.28766
Луганська,м Краснодон,Енгельсове,39.61481,48.29658
Луганська,м Краснодон,Краснодон,39.54872,48.31444
Луганська,м Краснодон,Сєверо-гундорівський,39.87247,48.36679
Луганська,Лутугинський,Успенка,39.17656,48.39649
Луганська,м Краснодон,Урало-кавказ,39.79711,48.32594
Луганська,Краснодонський,Талове,39.67369,48.30654
Луганська,Краснодонський,Радісне,39.75626,48.45091
Луганська,Краснодонський,Іванівка,39.76501,48.50138
Луганська,Краснодонський,Кружилівка,39.79351,48.57862
Луганська,Краснодонський,Давидо-микільське,39.82527,48.50498
Луганська,Станично-Луганський,Миколаївка,39.52022,48.59081
Луганська,Краснодонський,Габун,39.68347,48.45091
Луганська,Краснодонський,Лисе,39.58906,48.47494
Луганська,Краснодонський,Огульчанськ,39.65961,48.52747
Луганська,Станично-Луганський,Валуйське,39.53842,48.67201
Луганська,Краснодонський,Комісарівка,39.50546,48.46773
Луганська,Краснодонський,Білоскелювате,39.64846,48.45177
Луганська,Краснодонський,Водоток,39.69738,48.48524
Луганська,Краснодонський,Іллівка,39.72845,48.54721
Луганська,Краснодонський,Хрящівка,39.61687,48.57382
Луганська,Краснодонський,Пархоменко,39.71678,48.5745
Луганська,Краснодонський,Новокиївка,39.66614,48.58498
Луганська,Станично-Луганський,Болотене,39.59558,48.60489
Луганська,Слов'яносербський,Світле,39.27372,48.66051
Луганська,Лутугинський,Гайове,39.1357,48.5436
Луганська,Слов'яносербський,Земляне,39.21364,48.62823
Луганська,Лутугинський,Розкішне,39.27183,48.48678
Луганська,Слов'яносербський,Шишкове,39.22153,48.64437
Луганська,Краснодонський,Попівка,39.91831,48.36971
Луганська,Краснодонський,Самсонівка,39.62185,48.37108
Луганська,Краснодонський,Придорожне,39.59507,48.39495
Луганська,Лутугинський,Першозванівка,39.42015,48.34019
Луганська,Краснодонський,Андріївка,39.49276,48.35495
Луганська,Лутугинський,Волнухине,39.28007,48.34705
Луганська,Лутугинський,Оріхівка,39.20402,48.2868
Луганська,Лутугинський,Верхня Оріхівка,39.3429,48.35581
Луганська,Краснодонський,Липове,39.72587,48.41383
Луганська,Краснодонський,Новоганнівка,39.52452,48.43202
Луганська,Краснодонський,Великий Суходіл,39.8893,48.42533
Луганська,Станично-Луганський,Лобачеве,39.49671,48.55459
Луганська,Лутугинський,Шовкова Протока,39.25518,48.30414
Луганська,Слов'яносербський,Сабівка,39.14497,48.57021
Луганська,Станично-Луганський,Верхня Вільхова,39.55233,48.75269
Луганська,Станично-Луганський,Нижня Вільхова,39.57704,48.73861
Луганська,Слов'яносербський,Христове,39.33706,48.72917
Луганська,Станично-Луганський,Плотина,39.48744,48.79337
Луганська,Станично-Луганський,Бурчак-михайлівка,39.51662,48.5697
Луганська,Краснодонський,Берегове,39.62992,48.57897
Луганська,Краснодонський,Хорошилове,39.73205,48.56541
Луганська,Краснодонський,Пантеліївка,39.73017,48.49348
Луганська,Краснодонський,Вишневий Діл,39.48898,48.53674
Луганська,Краснодонський,Валіївка,39.4907,48.51854
Луганська,Краснодонський,Видно-софіївка,39.5113,48.45417
Луганська,Краснодонський,Тернове,39.41276,48.45365
Луганська,Станично-Луганський,Сизе,39.62837,48.59871
Луганська,Краснодонський,Катеринівка,39.52675,48.46018
Луганська,Станично-Луганський,Піонерське,39.5767,48.57296
Луганська,Слов'яносербський,Крута Гора,39.13862,48.65827
Луганська,Слов'яносербський,Лиман,39.25449,48.66394
Луганська,Слов'яносербський,Цвітні Піски,39.27389,48.6648
Луганська,Слов'яносербський,Привітне,39.30977,48.66239
Луганська,Слов'яносербський,Жовте,39.12763,48.65364
Луганська,м Луганськ,Тепличне,39.22943,48.58686
Луганська,Слов'яносербський,Новоселівка,39.10292,48.59321
Луганська,Слов'яносербський,Говоруха,39.09468,48.57468
Луганська,Краснодонський,Малий Суходіл,39.84157,48.36628
Луганська,Краснодонський,Дружне,39.76055,48.39718
Луганська,Краснодонський,Підгірне,39.88861,48.39151
Луганська,Краснодонський,Біленьке,39.89925,48.35323
Луганська,Краснодонський,Красний Яр,39.47937,48.2971
Луганська,Краснодонський,Глибоке,39.46701,48.31581
Луганська,Краснодонський,Радянське,39.58511,48.33744
Луганська,Лутугинський,Переможне,39.38255,48.39838
Луганська,Лутугинський,П'ятигорівка,39.3865,48.34843
Луганська,Лутугинський,Круглик,39.14291,48.31186
Луганська,Лутугинський,Петро-миколаївка,39.32299,48.35958
Луганська,Лутугинський,Новофедорівка,39.30273,48.35512
Луганська,Краснодонський,Красне,39.50203,48.3728
Луганська,Лутугинський,Карла Лібкнехта,39.36418,48.33795
Луганська,Лутугинський,Глафірівка,39.30324,48.39134
Луганська,Станично-Луганський,Комишне,39.67266,48.71939
Луганська,Станично-Луганський,Гарасимівка,39.69669,48.79303
Луганська,Станично-Луганський,Степове,39.57464,48.77792
Луганська,Станично-Луганський,Артема,39.30994,48.78839
Луганська,Станично-Луганський,Геївка,39.10807,48.76848
Луганська,Станично-Луганський,Старий Айдар,39.17742,48.71595
Луганська,Станично-Луганський,Пшеничне,39.49774,48.70067
Луганська,Станично-Луганський,Малинове,39.42341,48.72179
Луганська,Станично-Луганський,Вільхове,39.57172,48.67235
Луганська,Станично-Луганський,Макарове,39.5137,48.68214
Луганська,Слов'яносербський,Обозне,39.30857,48.73226
Луганська,Станично-Луганський,Колесниківка,39.68691,48.67184
Луганська,Станично-Луганський,Передільське,39.14892,48.75681
Луганська,Слов'яносербський,Стукалова Балка,39.29672,48.64265
Луганська,Слов'яносербський,Металіст,39.27509,48.62514
Луганська,м Луганськ,Дзержинське,39.22565,48.56129
Луганська,Краснодонський,Хрящувате,39.42135,48.51665
Луганська,Лутугинський,Фабричне,39.33397,48.46945
Луганська,м Краснодон,Новосімейкіне,39.61893,48.3431
Луганська,м Краснодон,Західний,39.81068,48.29899
Луганська,Лутугинський,Збірне,39.09759,48.4861
Луганська,Лутугинський,Ключове,39.24917,48.37778
Луганська,Лутугинський,Лісне,39.21072,48.35443
Луганська,Слов'яносербський,Весела Гора,39.24986,48.71166
Луганська,Слов'яносербський,Раївка,39.18136,48.6854
Луганська,Станично-Луганський,Піщане,39.35818,48.75732
Луганська,Слов'яносербський,Паньківка,39.35148,48.7017
Луганська,Біловодський,Біловодськ,39.5767,49.20416
Луганська,Станично-Луганський,Петрівка,39.26737,48.80796
Луганська,Міловський,Червона Зірка,40.19794,49.25926
Луганська,Міловський,Журавське,40.06388,49.25806
Луганська,Міловський,Криничне,40.09615,49.2996
Луганська,Біловодський,Нижньобараниківка,39.82853,49.09155
Луганська,Біловодський,Бараниківка,39.85823,49.16519
Луганська,Біловодський,Зелеківка,39.8366,49.1918
Луганська,Біловодський,Ноздрівка,39.67008,49.01464
Луганська,Біловодський,Третяківка,39.58734,49.11781
Луганська,Біловодський,Первомайськ,39.61395,49.08022
Луганська,Біловодський,Новоолександрівка,39.28007,49.13481
Луганська,Біловодський,Новолимарівка,39.59953,49.2766
Луганська,Біловодський,Крейдяне,39.65601,49.30183
Луганська,Біловодський,Степове,39.38169,49.12331
Луганська,Біловодський,Новоспасівка,39.78561,49.26578
Луганська,Міловський,Мусіївка,39.84638,49.23094
Луганська,Міловський,Кирносове,39.98388,49.21549
Луганська,Міловський,Дзержинське,39.97375,49.30321
Луганська,Міловський,Калмиківка,39.85599,49.27488
Луганська,Міловський,Стрільцівка,39.84981,49.30115
Луганська,Старобільський,Антонівка,39.21347,49.29085
Луганська,Станично-Луганський,Красна Талівка,39.83436,48.8471
Луганська,Станично-Луганський,Олександрівка,39.74098,48.97705
Луганська,Станично-Луганський,Вільне,39.75368,48.94941
Луганська,Станично-Луганський,Золотарівка,39.79385,48.90427
Луганська,Станично-Луганський,Красний Деркул,39.81943,48.85792
Луганська,Станично-Луганський,Чугинка,39.65876,48.91937
Луганська,Біловодський,Копані,39.39285,49.239
Луганська,Біловодський,Євсуг,39.30256,49.21068
Луганська,Біловодський,Плугатар,39.73617,49.23214
Луганська,Біловодський,Вітрогон,39.74201,49.14734
Луганська,Біловодський,Тернове,39.42203,49.0864
Луганська,Міловський,Ярське,40.09872,49.22888
Луганська,Станично-Луганський,Благовіщенка,40.02783,48.90203
Луганська,Старобільський,Шпотине,39.19132,49.18253
Луганська,Старобільський,Веселе,39.16815,49.30063
Луганська,Старобільський,Вишневе,39.09159,49.24398
Луганська,Старобільський,Оріхове,39.17913,49.24021
Луганська,Старобільський,Новоомелькове,39.12918,49.17309
Луганська,Старобільський,Західне,39.27544,49.2996
Луганська,Старобільський,Степове,39.14171,49.26046
Луганська,Старобільський,Сенькове,39.25106,49.14837
Луганська,Старобільський,Тецьке,39.18514,49.13858
Луганська,Новоайдарський,Олексіївка,39.16935,49.00984
Луганська,Новоайдарський,Колядівка,39.1975,49.0852
Луганська,Новоайдарський,Вовкодаєве,39.29071,49.07129
Луганська,Новоайдарський,Побєда,39.1151,49.04108
Луганська,Біловодський,Парневе,39.40298,49.20776
Луганська,Біловодський,Гончарове,39.4301,49.23506
Луганська,Біловодський,Городнє,39.58872,49.16536
Луганська,Біловодський,Узлісся,39.78527,49.1748
Луганська,Новоайдарський,Михайлюки,39.29809,48.99061
Луганська,Новоайдарський,Дмитрівка,39.15253,48.92607
Луганська,Станично-Луганський,Велика Чернігівка,39.41688,48.9628
Луганська,Станично-Луганський,Червоний Жовтень,39.3465,48.92195
Луганська,Станично-Луганський,Войтове,39.18102,48.85122
Луганська,Новоайдарський,Михайлівка,39.26908,48.86925
Луганська,Новоайдарський,Чистопілля,39.10669,48.98031
Луганська,Станично-Луганський,Верньобогданівка,39.47559,49.04434
Луганська,Станично-Луганський,Деркульське,39.69223,48.99559
Луганська,Станично-Луганський,Верхній Мінченок,39.47405,48.88521
Луганська,Станично-Луганський,Крепи,39.50786,48.93207
Луганська,Станично-Луганський,Нижній Мінченок,39.47216,48.84195
Луганська,Станично-Луганський,Нижньотепле,39.34582,48.79681
Луганська,Станично-Луганський,Розквіт,39.57636,48.95336
Луганська,Станично-Луганський,Козачий,39.57567,48.88658
Луганська,Станично-Луганський,Широкий,39.64537,48.83406
Луганська,Станично-Луганський,Середньотепле,39.37397,48.81758
Луганська,Станично-Луганський,Талове,39.96002,48.86118
Луганська,Станично-Луганський,Тепле,39.42324,48.83491
Луганська,Біловодський,Привільне,39.40298,49.21875
Луганська,Біловодський,Данилівка,39.6203,49.1209
Луганська,Біловодський,Новодеркул,39.61996,49.13137
Луганська,Біловодський,Городище,39.65343,49.05121
Луганська,Сватівський,Сватове,38.15054,49.40843
Луганська,Сватівський,Нижня Дуванка,38.16702,49.58181
Луганська,Білокуракинський,Білокуракине,38.73659,49.52722
Луганська,Новопсковський,Білолуцьк,39.02859,49.69631
Луганська,Новопсковський,Світле,39.07991,49.79605
Луганська,Новопсковський,Рогове,39.04129,49.62387
Луганська,Новопсковський,Хворостяне,39.05296,49.51624
Луганська,Новопсковський,Писарівка,39.07665,49.4989
Луганська,Новопсковський,Риб'янцеве,39.02412,49.47744
Луганська,Троїцький,Киянове,38.58621,49.80429
Луганська,Новопсковський,Березівка,38.83993,49.75124
Луганська,Білокуракинський,Цілуйкове,38.83615,49.4644
Луганська,Білокуракинський,Миколаївка,38.57592,49.70936
Луганська,Білокуракинський,Солідарне,38.61059,49.78626
Луганська,Білокуракинський,Паньківка,38.81349,49.44517
Луганська,Білокуракинський,Луб'янка,38.77109,49.48173
Луганська,Білокуракинський,Заїківка,38.76594,49.45804
Луганська,Білокуракинський,Тимошине,38.80285,49.67605
Луганська,Білокуракинський,Олександропіль,38.8492,49.69168
Луганська,Білокуракинський,Грицаївка,38.6087,49.44036
Луганська,Новопсковський,Танюшівка,38.93091,49.76961
Луганська,Білокуракинський,Осикове,38.6372,49.74747
Луганська,Білокуракинський,Гладкове,38.60441,49.74043
Луганська,Білокуракинський,Шапарівка,38.85246,49.4953
Луганська,Білокуракинський,Стативчине,38.81573,49.5928
Луганська,Білокуракинський,Рудове,38.6257,49.62782
Луганська,Білокуракинський,Приходьківка,38.90997,49.62541
Луганська,Новопсковський,Макартетине,38.92662,49.57907
Луганська,Сватівський,Свистунівка,38.34812,49.49221
Луганська,Сватівський,Павлівка,38.39739,49.54267
Луганська,Троїцький,Малоолександрівка,38.48734,49.70867
Луганська,Троїцький,Коченове,38.37885,49.79673
Луганська,Троїцький,Тимонове,38.45095,49.74489
Луганська,Білокуракинський,Новочервоне,38.31688,49.63297
Луганська,Троїцький,Шахове,38.48425,49.80463
Луганська,Троїцький,Покровське,38.22744,49.72996
Луганська,Білокуракинський,Коноплянівка,38.52905,49.50457
Луганська,Білокуракинський,Калинова Балка,38.56836,49.74747
Луганська,Білокуракинський,Дем'янівка,38.56424,49.52705
Луганська,Старобільський,Ганнівка,38.82637,49.35865
Луганська,Старобільський,Бутківка,38.93537,49.38835
Луганська,Старобільський,Джемільне,38.59171,49.31917
Луганська,Сватівський,Промінь,38.33628,49.34543
Луганська,Сватівський,Іванівка,38.35619,49.31505
Луганська,Сватівський,Андріївка,38.38383,49.41513
Луганська,Сватівський,Рудівка,38.44734,49.41255
Луганська,Новопсковський,Лисогорівка,38.94104,49.43075
Луганська,Старобільський,Єгорівка,38.64389,49.40723
Луганська,Білокуракинський,Олексіївка,38.77109,49.42148
Луганська,Сватівський,Коломийчиха,37.97081,49.44654
Луганська,Сватівський,Куземівка,37.98025,49.52259
Луганська,Сватівський,Полтава,38.12015,49.62421
Луганська,Троїцький,Богородицьке,38.1253,49.72275
Луганська,Сватівський,Верхня Дуванка,38.06728,49.68962
Луганська,Сватівський,Хомівка,38.15243,49.50354
Луганська,Сватівський,Наугольне,38.07363,49.55521
Луганська,Сватівський,Райгородка,37.96514,49.37324
Луганська,Сватівський,Нежурине,38.05286,49.38406
Луганська,Сватівський,Гончарівка,38.15002,49.47624
Луганська,Новопсковський,Булавинівка,38.97365,49.41942
Луганська,Новопсковський,Можняківка,39.06069,49.66181
Луганська,Старобільський,Курячівка,38.86774,49.33376
Луганська,Старобільський,Проїждже,38.97468,49.39264
Луганська,Новопсковський,Піски,38.99151,49.44929
Луганська,Новопсковський,Закотне,38.98464,49.47281
Луганська,Сватівський,Містки,38.4997,49.34097
Луганська,Сватівський,Підкуйчанськ,38.00926,49.47882
Луганська,Сватівський,Кривошиївка,38.00154,49.49942
Луганська,Сватівський,Лебедівка,38.08599,49.66661
Луганська,Сватівський,Новониканорівка,38.20169,49.66215
Луганська,Білокуракинський,Плахо-петрівка,38.49541,49.6237
Луганська,Троїцький,Іллінка,38.0369,49.81716
Луганська,Троїцький,Ями,38.37112,49.75965
Луганська,Новопсковський,Осинове,39.06738,49.56362
Луганська,Новопсковський,Синельникове,38.79701,49.72
Луганська,Сватівський,Оборотнівка,38.03964,49.5952
Луганська,Сватівський,Преображене,38.1538,49.53632
Луганська,Троїцький,Тарасівка,38.39207,49.66524
Луганська,Старобільський,Лиман,38.94894,49.34492
Луганська,Сватівський,Первомайськ,38.28169,49.44929
Луганська,Білокуракинський,Заводянка,38.81521,49.61786
Луганська,Білокуракинський,Хоменкове Перше,38.69058,49.67331
Луганська,Білокуракинський,Курячівка,38.69196,49.64756
Луганська,Сватівський,Мілуватка,38.16118,49.34183
Луганська,Новопсковський,Костянтинівка,38.96679,49.7418
Луганська,Новопсковський,Павленкове,39.08438,49.71434
Луганська,Новопсковський,Тев'яшеве,39.03511,49.60447
Луганська,Новопсковський,Кубань,39.03202,49.65116
Луганська,Новопсковський,Ікове,39.08884,49.52431
Луганська,Білокуракинський,Попівка,38.5857,49.61031
Луганська,Білокуракинський,Хоменкове Друге,38.81676,49.65013
Луганська,Білокуракинський,Пластунівка,38.87993,49.65271
Луганська,Білокуракинський,Куплювате,38.76388,49.72515
Луганська,Білокуракинський,Кочине-розпасіївка,38.59205,49.77098
Луганська,Білокуракинський,Первомайське,38.62759,49.76772
Луганська,Білокуракинський,Нянчине,38.70809,49.76189
Луганська,Білокуракинський,Новопокровка,38.77607,49.75519
Луганська,Білокуракинський,Попасне,38.73505,49.77836
Луганська,Білокуракинський,Новоандріївка,38.77453,49.70232
Луганська,Білокуракинський,Ляшківка,38.8928,49.68498
Луганська,Білокуракинський,Климівка,38.9316,49.64653
Луганська,Новопсковський,Сухе,38.94499,49.594
Луганська,Білокуракинський,Бунчуківка,38.64527,49.48208
Луганська,Білокуракинський,Чабанове,38.68835,49.72584
Луганська,Білокуракинський,Самсонівка,38.85401,49.59057
Луганська,Білокуракинський,Світленьке,38.51824,49.61151
Луганська,Білокуракинський,Картамишеве,38.51549,49.64172
Луганська,Троїцький,Новочервоне,38.49283,49.66421
Луганська,Сватівський,Куликівка,38.19689,49.68035
Луганська,Троїцький,Красногригорівка,38.41747,49.67811
Луганська,Троїцький,Клинуватка,38.25474,49.80549
Луганська,Троїцький,Давидівка,38.1859,49.79622
Луганська,Троїцький,Михайлівка,38.44288,49.70575
Луганська,Сватівський,Олександрівка,38.17852,49.63966
Луганська,Сватівський,Сведловка,38.18899,49.65511
Луганська,Троїцький,Караїчне,38.29096,49.8036
Луганська,Білокуракинський,Шовкунівка,38.5718,49.54164
Луганська,Троїцький,Красна Чапліївка,38.56304,49.76875
Луганська,Старобільський,Дубовівка,38.85366,49.36174
Луганська,Білокуракинський,Калинівське,38.83289,49.38148
Луганська,Старобільський,Балакирівка,38.92216,49.35333
Луганська,Старобільський,Проказине,38.90945,49.31969
Луганська,Старобільський,Левадне,38.71565,49.30853
Луганська,Сватівський,Петрівка,38.36838,49.37754
Луганська,Білокуракинський,Нещеретове,38.81796,49.39693
Луганська,Сватівський,Володимирівка,37.97562,49.59005
Луганська,Сватівський,Пилипівка,38.0175,49.61477
Луганська,Сватівський,Калинівка,38.04857,49.48963
Луганська,Сватівський,Яблунівка,38.09458,49.6479
Луганська,Сватівський,Доля,38.10058,49.62833
Луганська,Троїцький,Новоолександрівка,38.14058,49.78763
Луганська,Троїцький,Глотівка,38.08994,49.79021
Луганська,Троїцький,Бараничеве,38.12599,49.74626
Луганська,Троїцький,Бабодинка,38.13818,49.77579
Луганська,Троїцький,Арапівка,38.04136,49.73459
Луганська,Сватівський,Софіївка,38.02917,49.62782
Луганська,Сватівський,Зміївка,38.06145,49.45032
Луганська,Сватівський,Дачне,38.09767,49.39213
Луганська,Сватівський,Попівка,38.07449,49.35917
Луганська,Сватівський,Паталахівка,38.00669,49.40346
Луганська,Троїцький,Тополі,38.15706,49.8127
Луганська,Новопсковський,Пелагіївка,38.94567,49.79055
Луганська,Новопсковський,Соснівка,38.96696,49.77201
Луганська,Старобільський,Запорізьке,38.95923,49.31248
Луганська,Сватівський,Ковалівка,38.00789,49.33222
Луганська,Сватівський,Петрівське,38.19242,49.66713
Луганська,Білокуракинський,Просторе,38.49695,49.64756
Луганська,Білокуракинський,Романівка,38.934,49.66936
Луганська,Сватівський,Кармазинівка,38.02883,49.30818
Луганська,Сватівський,Новопреображенне,38.35962,49.5492
Луганська,Білокуракинський,Павлівка,38.71067,49.60705
Луганська,Сватівський,Чепигівка,38.59205,49.37342
Луганська,Старобільський,Світле,38.65368,49.37479
Луганська,Білокуракинський,Червоноармійське,38.70878,49.78008
Луганська,Сватівський,Західний,38.39464,49.46371
Луганська,Сватівський,Комсомольський,38.3337,49.42543
Луганська,Сватівський,Сосновий,38.11981,49.45255
Луганська,Білокуракинський,Лизине,38.84371,49.53306
Луганська,Білокуракинський,Маньківка,38.46691,49.55778
Луганська,Сватівський,Кругле,38.49077,49.47332
Харківська,Дворічанський,Мечнікове,38.00102,49.79021
Харківська,Куп'янський,Нова Тарасівка,37.98437,49.6594
Харківська,Куп'янський,Миколаївка,37.95931,49.70747
Луганська,Білокуракинський,Лозно-олександрівка,38.74243,49.83742
Луганська,Троїцький,Троїцьке,38.30246,49.92067
Луганська,Білокуракинський,Лозне,38.82568,49.86505
Луганська,Білокуракинський,Петрівка,38.80474,49.86866
Луганська,Троїцький,Вівчарове,38.62055,49.84188
Луганська,Троїцький,Розсипне,38.61076,49.96496
Луганська,Білокуракинський,Шарівка,38.90087,49.84892
Луганська,Троїцький,Лантратівка,38.24409,49.96479
Луганська,Троїцький,Бабичеве,38.21989,49.94934
Луганська,Троїцький,Калініне,38.40443,49.94917
Луганська,Троїцький,Аношкине,38.19569,49.84051
Луганська,Троїцький,Загір'я,38.46485,49.92187
Луганська,Троїцький,Багачка,38.37816,49.98333
Луганська,Троїцький,Кашкарне,38.10659,49.86299
Луганська,Троїцький,Жовтневе,38.15723,49.84171
Луганська,Троїцький,Полтавське,38.49283,49.95466
Луганська,Троїцький,Вільшани,38.4942,49.87209
Луганська,Троїцький,Козарик,38.27963,49.84892
Луганська,Троїцький,Воєводське,38.54708,49.94213
Луганська,Троїцький,Розпасіївка,38.38915,49.83209
Луганська,Білокуракинський,Олексапіль,38.75118,49.85218
Луганська,Троїцький,Дуванка,38.67565,49.8345
Луганська,Троїцький,Озеро,38.57832,49.932
Луганська,Троїцький,Маслівка,38.58759,49.94711
Луганська,Троїцький,Микільське,38.61334,49.93097
Луганська,Троїцький,Маслакове,38.65711,49.84583
Луганська,Троїцький,Трудродительське,38.61763,49.85184
Луганська,Троїцький,Судьбинка,38.57523,49.94419
Луганська,Троїцький,Федосіївка,38.44099,49.86952
Луганська,Троїцький,Іллічівка,38.44236,49.93389
Луганська,Троїцький,Високе,38.25199,49.83415
Луганська,Троїцький,Максимівка,38.39739,49.91981
Луганська,Троїцький,Царівка,38.44168,49.83673
Луганська,Троїцький,Головкове,38.48614,49.82403
Луганська,Троїцький,Роднички,38.43567,49.98865
Луганська,Троїцький,Березівка,38.52545,49.90745
Луганська,Троїцький,Лугове,38.55875,49.8805
Луганська,Троїцький,Новознам'янка,38.12565,49.87965
Луганська,Троїцький,Солонці,38.1459,49.90196
Луганська,Троїцький,Привілля,38.51961,49.84875
Луганська,Троїцький,Сиротине,38.26195,50.05611
Луганська,Троїцький,Демино-олександрівка,38.23259,50.03036
Харківська,Дворічанський,Терни,38.02437,49.8872
Харківська,Куп'янський,Іванівка,37.96995,49.8175
Харківська,Дворічанський,Гракове,37.98059,49.86471
Харківська,Дворічанський,Піщанка,37.97939,49.96084
Харківська,Дворічанський,Мальцівка,37.99072,49.89012
Харківська,Дворічанський,Новоєгорівка,37.9763,49.84171
Луганська,Новопсковський,Новопсков,39.10154,49.5377
Луганська,Міловський,Мілове,40.12756,49.38286
Луганська,Марківський,Марківка,39.56228,49.52534
Луганська,Марківський,Липове,39.78287,49.56138
Луганська,Міловський,Водянолипове,39.86338,49.54594
Луганська,Марківський,Веселе,39.82956,49.50868
Луганська,Міловський,Олексіївка,40.05615,49.43127
Луганська,Міловський,Червона Зоря,40.02388,49.57632
Луганська,Міловський,Новомикільське,39.83986,49.34938
Луганська,Міловський,Травневе,40.09323,49.39058
Луганська,Міловський,Зориківка,39.84157,49.40311
Луганська,Міловський,Бондарівка,40.04362,49.4062
Луганська,Марківський,Просяне,39.66167,49.59211
Луганська,Марківський,Гераськівське,39.52486,49.64687
Луганська,Марківський,Фартуківка,39.45053,49.54697
Луганська,Марківський,Первомайське,39.46289,49.6903
Луганська,Новопсковський,Ганусівка,39.36676,49.70558
Луганська,Марківський,Височинівка,39.55284,49.70524
Луганська,Марківський,Лісна Поляна,39.46787,49.52345
Луганська,Марківський,Марківське,39.40538,49.48894
Луганська,Марківський,Лобасове,39.44332,49.43573
Луганська,Марківський,Рудівка,39.57207,49.63039
Луганська,Марківський,Гераськівка,39.54168,49.60636
Луганська,Марківський,Лимарівка,39.72639,49.5904
Луганська,Марківський,Сичівка,39.59009,49.43487
Луганська,Марківський,Кризьке,39.63026,49.4589
Луганська,Новопсковський,Радгоспний,39.23252,49.67743
Луганська,Новопсковський,Трембачеве,39.13124,49.72378
Луганська,Новопсковський,Донцівка,39.27063,49.59091
Луганська,Марківський,Крейдяне,39.32505,49.45289
Луганська,Марківський,Городище,39.25054,49.43075
Луганська,Марківський,Караван-солодкий,39.30822,49.42217
Луганська,Новопсковський,Новобіла,39.18823,49.76858
Луганська,Новопсковський,Заайдарівка,39.10721,49.56928
Луганська,Новопсковський,Солоне,39.3465,49.73631
Луганська,Новопсковський,Кам'янка,39.36127,49.63434
Луганська,Біловодський,Брусівка,39.4083,49.34303
Луганська,Біловодський,Кононівка,39.62717,49.3372
Луганська,Біловодський,Гармашівка,39.62202,49.35264
Луганська,Старобільський,Петрівське,39.13261,49.33737
Луганська,Старобільський,Караяшник,39.22686,49.3717
Луганська,Старобільський,Березове,39.13914,49.39985
Луганська,Старобільський,Бондареве,39.18634,49.38011
Луганська,Старобільський,Лозове,39.28367,49.35453
Луганська,Марківський,Курячівка,39.60657,49.39127
Луганська,Марківський,Бондарівка,39.62717,49.38921
Луганська,Марківський,Кабичівка,39.73583,49.45238
Луганська,Марківський,Тишківка,39.49499,49.46457
Луганська,Марківський,Скородна,39.49139,49.49512
Луганська,Марківський,Красне Поле,39.51679,49.6673
Луганська,Марківський,Каськівка,39.5755,49.67314
Луганська,Марківський,Тернівка,39.48778,49.61529
Луганська,Міловський,Микільське,39.95745,49.53546
Луганська,Міловський,Морозівка,39.89565,49.46165
Луганська,Міловський,Великоцьк,40.0419,49.34698
Луганська,Міловський,Шелестівка,39.91556,49.49409
Луганська,Марківський,Сичанське,39.39783,49.4323
Луганська,Біловодський,Литвинівка,39.44092,49.31402
Луганська,Біловодський,Шуліківка,39.48967,49.32003
Луганська,Біловодський,Лимарівка,39.59232,49.32192
