city,district,region,longitude,latitude,country
Свистунівка,Машівський район,Полтавська область,34.75302,49.23368,Україна
Андріївка,Царичанський район,Дніпропетровська область,34.59835,49.18699,Україна
Калинівка,Кегичівський район,Харківська область,35.60617,49.09824,Україна
Кобзівка,Красноградський район,Харківська область,35.57424,49.22098,Україна
Новопавлівка,Красноградський район,Харківська область,35.52515,49.25394,Україна
Мажарка,Кегичівський район,Харківська область,35.59811,49.16708,Україна
Нова Чернещина,Сахновщинський район,Харківська область,35.62883,49.06511,Україна
Краснянське,Кегичівський район,Харківська область,35.69046,49.17034,Україна
Улянівка,Зачепилівський район,Харківська область,35.54352,49.04726,Україна
Леб'яже,Зачепилівський район,Харківська область,35.31607,49.26647,Україна
Кочетівка,Зачепилівський район,Харківська область,35.23178,49.21978,Україна
Садове,Красноградський район,Харківська область,35.45322,49.22802,Україна
Забарине,Зачепилівський район,Харківська область,35.41649,49.1736,Україна
Залінійне,Зачепилівський район,Харківська область,35.11213,49.17429,Україна
Гадяч,Красноградський район,Харківська область,35.40876,49.2869,Україна
Зарічне,Зачепилівський район,Харківська область,35.05342,49.18339,Україна
Андріївка,Кегичівський район,Харківська область,35.65063,49.22836,Україна
Великі Бучки,Сахновщинський район,Харківська область,35.66608,48.98117,Україна
Старе Мажарове,Зачепилівський район,Харківська область,35.45082,49.02374,Україна
Нове Пекельне,Зачепилівський район,Харківська область,35.4079,49.03988,Україна
Вільховий Ріг,Красноградський район,Харківська область,35.37477,49.26819,Україна
Новоселівка,Зачепилівський район,Харківська область,35.12449,49.28604,Україна
Устимівка,Зачепилівський район,Харківська область,35.15316,49.24982,Україна
Рунівщина,Зачепилівський район,Харківська область,35.08278,49.23609,Україна
Орчик,Зачепилівський район,Харківська область,35.06887,49.20708,Україна
Миколаївка,Зачепилівський район,Харківська область,35.30989,49.20708,Україна
Володимирівка,Красноградський район,Харківська область,35.48017,49.24261,Україна
Займанка,Зачепилівський район,Харківська область,35.22646,49.13875,Україна
Семенівка,Зачепилівський район,Харківська область,35.32585,49.07232,Україна
Нове Мажарове,Зачепилівський район,Харківська область,35.4776,49.02168,Україна
Серго,Кегичівський район,Харківська область,35.54283,49.12554,Україна
Дудівка,Зачепилівський район,Харківська область,35.50953,49.06717,Україна
Костянтинівка,Сахновщинський район,Харківська область,35.67329,49.09927,Україна
Копанки,Красноградський район,Харківська область,35.50489,49.15403,Україна
Першотравневе,Зачепилівський район,Харківська область,35.45854,49.12863,Україна
Чернещина,Зачепилівський район,Харківська область,35.09085,49.28072,Україна
Сомівка,Зачепилівський район,Харківська область,35.26199,49.12004,Україна
Абазівка,Зачепилівський район,Харківська область,35.33529,49.25016,Україна
Багата Чернещина,Сахновщинський район,Харківська область,35.56824,48.99954,Україна
Олександрівка,Кегичівський район,Харківська область,35.4994,49.22613,Україна
Варварівка,Красноградський район,Харківська область,35.50197,49.21463,Україна
Лукашівка,Красноградський район,Харківська область,35.47897,49.18236,Україна
Петрівське,Зачепилівський район,Харківська область,35.4903,49.07421,Україна
Вовківка,Кегичівський район,Харківська область,35.58163,49.12416,Україна
Олександрівка,Красноградський район,Харківська область,35.67295,49.25892,Україна
Шкаврове,Красноградський район,Харківська область,35.55038,49.26819,Україна
Гутирівка,Кегичівський район,Харківська область,35.65424,49.28793,Україна
Олександрівка,Красноградський район,Харківська область,35.37134,49.18407,Україна
Скалонівка,Зачепилівський район,Харківська область,35.1923,49.18493,Україна
Червоноармійське,Зачепилівський район,Харківська область,35.45957,49.08056,Україна
Романівка,Зачепилівський район,Харківська область,35.13273,49.26458,Україна
Кам'янка,Красноградський район,Харківська область,35.39108,49.27505,Україна
Червоний Жовтень,Зачепилівський район,Харківська область,35.43692,49.1288,Україна
Одрадівка,Красноградський район,Харківська область,35.53991,49.19969,Україна
Рояківка,Кегичівський район,Харківська область,35.69441,49.27849,Україна
Зіньківщина,Зачепилівський район,Харківська область,35.38095,49.04743,Україна
Вознесенське,Красноградський район,Харківська область,35.40705,49.30492,Україна
Письмаківка,Зачепилівський район,Харківська область,35.22457,49.29033,Україна
Малий Орчик,Зачепилівський район,Харківська область,35.0857,49.1851,Україна
Нагірне,Зачепилівський район,Харківська область,35.21822,49.20914,Україна
Лиманівка,Зачепилівський район,Харківська область,35.21633,49.11112,Україна
Старе Пекельне,Зачепилівський район,Харківська область,35.38559,49.03627,Україна
Софіївка,Кегичівський район,Харківська область,35.62643,49.29857,Україна
Вільне,Кегичівський район,Харківська область,35.58609,49.26681,Україна
Котовського,Зачепилівський район,Харківська область,35.53476,49.08468,Україна
Скиртяне,Сахновщинський район,Харківська область,35.68256,49.02134,Україна
Малі Бучки,Сахновщинський район,Харківська область,35.53013,49.0052,Україна
Ясна Поляна,Красноградський район,Харківська область,35.58763,49.28209,Україна
Роздолля,Красноградський район,Харківська область,35.60394,49.29033,Україна
Бердянка,Зачепилівський район,Харківська область,35.45048,49.10339,Україна
Максимівка,Сахновщинський район,Харківська область,35.66643,49.13824,Україна
Ленінське,Красноградський район,Харківська область,35.5073,49.29548,Україна
Кобзівка Друга,Красноградський район,Харківська область,35.61733,49.20158,Україна
Землянки,Кегичівський район,Харківська область,35.62488,49.20296,Україна
Тарасівка,Магдалинівський район,Дніпропетровська область,34.81584,48.89637,Україна
Виноградівка,Магдалинівський район,Дніпропетровська область,34.97377,49.027,Україна
Водяне,Магдалинівський район,Дніпропетровська область,34.89618,48.97379,Україна
Шевське,Магдалинівський район,Дніпропетровська область,34.91712,48.99284,Україна
Михайлівка,Царичанський район,Дніпропетровська область,34.65071,49.09189,Україна
Гнатівка,Царичанський район,Дніпропетровська область,34.58908,49.07884,Україна
Прядівка,Царичанський район,Дніпропетровська область,34.68641,48.9168,Україна
Минівка,Магдалинівський район,Дніпропетровська область,34.86769,49.13807,Україна
Заплавка,Магдалинівський район,Дніпропетровська область,34.87524,49.07696,Україна
Чернеччина,Магдалинівський район,Дніпропетровська область,34.77842,49.12399,Україна
Дмухайлівка,Магдалинівський район,Дніпропетровська область,34.74735,49.05636,Україна
Котовка,Магдалинівський район,Дніпропетровська область,34.93824,49.12742,Україна
Олянівка,Магдалинівський район,Дніпропетровська область,34.98854,48.941,Україна
Преображенка,Царичанський район,Дніпропетровська область,34.6059,48.97207,Україна
Новопідкряж,Царичанський район,Дніпропетровська область,34.57466,48.83337,Україна
Гупалівка,Магдалинівський район,Дніпропетровська область,34.73619,49.10665,Україна
Кременівка,Магдалинівський район,Дніпропетровська область,34.83868,49.06906,Україна
Радянське,Магдалинівський район,Дніпропетровська область,34.93498,48.80607,Україна
Веселий Гай,Магдалинівський район,Дніпропетровська область,34.95901,48.82393,Україна
Новоіванівка,Магдалинівський район,Дніпропетровська область,34.95008,48.83835,Україна
Степанівка,Магдалинівський район,Дніпропетровська область,34.98218,49.16262,Україна
Тарасівка,Магдалинівський район,Дніпропетровська область,34.90168,48.82976,Україна
Пилипівка,Царичанський район,Дніпропетровська область,34.58668,48.90375,Україна
Калинівка,Царичанський район,Дніпропетровська область,34.59595,48.91456,Україна
Семенівка,Царичанський район,Дніпропетровська область,34.62479,49.02838,Україна
Ненадівка,Царичанський район,Дніпропетровська область,34.62221,49.05086,Україна
Заорілля,Царичанський район,Дніпропетровська область,34.61122,49.1058,Україна
Краснопілля,Магдалинівський район,Дніпропетровська область,34.84863,49.16176,Україна
Мусієнкове,Магдалинівський район,Дніпропетровська область,34.82271,49.0979,Україна
Новопетрівка,Магдалинівський район,Дніпропетровська область,34.99746,49.00572,Україна
Червона Орілька,Царичанський район,Дніпропетровська область,34.60195,49.0979,Україна
Юр'ївка,Царичанський район,Дніпропетровська область,34.70066,49.02597,Україна
Ковпаківка,Магдалинівський район,Дніпропетровська область,35.01995,49.13687,Україна
Новостепанівка,Новомосковський район,Дніпропетровська область,35.43125,48.84247,Україна
Керносівка,Новомосковський район,Дніпропетровська область,35.63295,48.95422,Україна
Багате,Новомосковський район,Дніпропетровська область,35.51674,48.9695,Україна
Панасівка,Новомосковський район,Дніпропетровська область,35.53871,48.94855,Україна
Михайлівка,Новомосковський район,Дніпропетровська область,35.56223,48.8804,Україна
Левенцівка,Новомосковський район,Дніпропетровська область,35.6084,48.90959,Україна
Великокозирщина,Магдалинівський район,Дніпропетровська область,35.25152,49.08039,Україна
Дудківка,Магдалинівський район,Дніпропетровська область,35.13393,48.97568,Україна
Мар'ївка,Магдалинівський район,Дніпропетровська область,35.19161,48.94409,Україна
Троїцьке,Новомосковський район,Дніпропетровська область,35.31864,48.92933,Україна
Голубівка,Новомосковський район,Дніпропетровська область,35.32825,48.88607,Україна
Січкарівка,Магдалинівський район,Дніпропетровська область,35.15642,48.89259,Україна
Нове,Новомосковський район,Дніпропетровська область,35.12964,48.87285,Україна
Деконка,Магдалинівський район,Дніпропетровська область,35.11351,49.01327,Україна
Комінтерн,Новомосковський район,Дніпропетровська область,35.29753,49.03353,Україна
Бузівка,Магдалинівський район,Дніпропетровська область,35.08295,49.12811,Україна
Личкове,Магдалинівський район,Дніпропетровська область,35.20517,49.09172,Україна
Євецько-миколаївка,Новомосковський район,Дніпропетровська область,35.36568,48.79698,Україна
Королівка,Новомосковський район,Дніпропетровська область,35.1293,48.84539,Україна
Свічанівка,Новомосковський район,Дніпропетровська область,35.26354,49.00761,Україна
Герасимівка,Новомосковський район,Дніпропетровська область,35.4146,48.88641,Україна
Жданівка,Магдалинівський район,Дніпропетровська область,35.06338,48.96675,Україна
Почино-софіївка,Магдалинівський район,Дніпропетровська область,35.05686,48.89156,Україна
Попасне,Новомосковський район,Дніпропетровська область,35.52875,48.81243,Україна
Йосипівка,Магдалинівський район,Дніпропетровська область,35.14818,49.13961,Україна
Орілька,Новомосковський район,Дніпропетровська область,35.68874,48.94306,Україна
Гнатівка,Новомосковський район,Дніпропетровська область,35.49236,48.8974,Україна
Варварівка,Новомосковський район,Дніпропетровська область,35.48206,48.90392,Україна
Радсело,Новомосковський район,Дніпропетровська область,35.46713,48.84676,Україна
Тарасове,Новомосковський район,Дніпропетровська область,35.63604,48.79818,Україна
Комсомольське,Юр'ївський район,Дніпропетровська область,35.68548,48.80213,Україна
Ганнівка,Новомосковський район,Дніпропетровська область,35.66917,48.95456,Україна
Гавришівка,Магдалинівський район,Дніпропетровська область,35.11351,49.08846,Україна
Трудолюбівка,Магдалинівський район,Дніпропетровська область,35.22903,48.9822,Україна
Олександрія,Новомосковський район,Дніпропетровська область,35.2965,48.99027,Україна
Оленівка,Магдалинівський район,Дніпропетровська область,35.24551,48.96641,Україна
Грабки,Магдалинівський район,Дніпропетровська область,35.06081,48.9331,Україна
Тарасівка,Магдалинівський район,Дніпропетровська область,35.19281,48.91851,Україна
Воскресенівка,Новомосковський район,Дніпропетровська область,35.25873,48.91868,Україна
Дніпрельстан,Новомосковський район,Дніпропетровська область,35.09136,48.84504,Україна
Малокозирщина,Новомосковський район,Дніпропетровська область,35.28705,49.03953,Україна
Крамарка,Магдалинівський район,Дніпропетровська область,35.10887,48.93911,Україна
Рівне,Новомосковський район,Дніпропетровська область,35.47262,48.94907,Україна
Пролетарське,Магдалинівський район,Дніпропетровська область,35.16037,49.01808,Україна
Видвиженець,Новомосковський район,Дніпропетровська область,35.27916,48.94615,Україна
Фрунзе,Новомосковський район,Дніпропетровська область,35.3104,49.01928,Україна
Кільчень,Новомосковський район,Дніпропетровська область,35.2807,48.87869,Україна
Євдокіївка,Магдалинівський район,Дніпропетровська область,34.90923,48.85603,Україна
Тарасо-шевченківка,Магдалинівський район,Дніпропетровська область,34.85584,48.80625,Україна
Дубравка,Магдалинівський район,Дніпропетровська область,34.93584,48.88023,Україна
Поливанівка,Магдалинівський район,Дніпропетровська область,35.00227,48.85311,Україна
Шевченківка,Магдалинівський район,Дніпропетровська область,34.86545,48.82873,Україна
Новопролетарське,Магдалинівський район,Дніпропетровська область,35.07231,49.03971,Україна
Топчине,Магдалинівський район,Дніпропетровська область,34.79216,48.95113,Україна
Казначеївка,Магдалинівський район,Дніпропетровська область,35.07883,48.79904,Україна
Привільне,Новомосковський район,Дніпропетровська область,35.65802,48.80213,Україна
Іванівка,Магдалинівський район,Дніпропетровська область,34.97274,48.83852,Україна
Ілліча,Новомосковський район,Дніпропетровська область,35.52069,48.84607,Україна
Безкронівка,Верхньодніпровський район,Дніпропетровська область,34.03032,48.69312,Україна
Калініне,Кобеляцький район,Полтавська область,34.36712,49.20914,Україна
Олександрія,Кобеляцький район,Полтавська область,33.88338,49.08296,Україна
Маячка,Новосанжарський район,Полтавська область,34.51355,49.11713,Україна
Чорноглазівка,Козельщинський район,Полтавська область,34.02569,49.21944,Україна
Славнівка,Кобеляцький район,Полтавська область,34.04852,49.21772,Україна
Велика Безуглівка,Козельщинський район,Полтавська область,33.76425,49.16244,Україна
Найденівка,Кременчуцький район,Полтавська область,33.46006,49.27849,Україна
Кочубеївка,Новосанжарський район,Полтавська область,34.50085,49.23094,Україна
Кравцівка,Царичанський район,Дніпропетровська область,34.37931,48.92263,Україна
Новостроївка,Царичанський район,Дніпропетровська область,34.54376,48.98409,Україна
Нетесівка,Царичанський район,Дніпропетровська область,34.43064,49.04468,Україна
Ляшківка,Царичанський район,Дніпропетровська область,34.39167,49.00452,Україна
Рибалки,Царичанський район,Дніпропетровська область,34.31974,48.91113,Україна
Драгівка,Царичанський район,Дніпропетровська область,34.52934,48.92847,Україна
Плавещина,Петриківський район,Дніпропетровська область,34.38137,48.84384,Україна
Залелія,Царичанський район,Дніпропетровська область,34.45158,49.0282,Україна
Івано-яризівка,Царичанський район,Дніпропетровська область,34.51527,48.9604,Україна
Мишурин Ріг,Верхньодніпровський район,Дніпропетровська область,33.9517,48.82925,Україна
Рудка,Царичанський район,Дніпропетровська область,34.36626,48.89156,Україна
Китайгород,Царичанський район,Дніпропетровська область,34.43458,48.89809,Україна
Цибульківка,Царичанський район,Дніпропетровська область,34.4121,48.8526,Україна
Турове,Царичанський район,Дніпропетровська область,34.49072,48.98323,Україна
Селянівка,Царичанський район,Дніпропетровська область,34.41982,48.981,Україна
Тарасівка,Царичанський район,Дніпропетровська область,34.43081,48.99044,Україна
Вербове,Царичанський район,Дніпропетровська область,34.54737,48.96435,Україна
Лозуватка,Царичанський район,Дніпропетровська область,34.47767,49.0452,Україна
Андріївка,Новосанжарський район,Полтавська область,34.47407,49.06168,Україна
Молодіжне,Царичанський район,Дніпропетровська область,34.3067,48.79852,Україна
Щербинівка,Царичанський район,Дніпропетровська область,34.3297,48.94066,Україна
Лисківка,Царичанський район,Дніпропетровська область,34.54307,48.90976,Україна
Катеринівка,Царичанський район,Дніпропетровська область,34.37038,48.82015,Україна
Єгорине,Царичанський район,Дніпропетровська область,34.44351,48.86341,Україна
Назаренки,Царичанський район,Дніпропетровська область,34.35459,48.98872,Україна
Новоселівка,Царичанський район,Дніпропетровська область,34.39253,48.85843,Україна
Зубківка,Царичанський район,Дніпропетровська область,34.37742,48.86839,Україна
Дубове,Царичанський район,Дніпропетровська область,34.46068,48.98735,Україна
Помазанівка,Царичанський район,Дніпропетровська область,34.49123,49.02168,Україна
Могилів,Царичанський район,Дніпропетровська область,34.4787,48.86358,Україна
Салівка,Царичанський район,Дніпропетровська область,34.43046,48.8701,Україна
Бабайківка,Царичанський район,Дніпропетровська область,34.5314,49.02099,Україна
Кущівка,Царичанський район,Дніпропетровська область,34.56213,49.01258,Україна
Орлівка,Царичанський район,Дніпропетровська область,34.36712,48.96109,Україна
Шарівка,Царичанський район,Дніпропетровська область,34.37828,48.97104,Україна
Калужине,Верхньодніпровський район,Дніпропетровська область,33.99084,48.79766,Україна
Плавещина,Царичанський район,Дніпропетровська область,34.36884,48.80367,Україна
Полтава,м. Полтава,Полтавська область,34.53741,49.57546,Україна
Решетилівка,Решетилівський район,Полтавська область,34.07993,49.56482,Україна
Велика Багачка,Великобагачанський район,Полтавська область,33.72974,49.78918,Україна
Нові Санжари,Новосанжарський район,Полтавська область,34.31734,49.33617,Україна
Бухуни,Шишацький район,Полтавська область,33.96698,49.80102,Україна
Мала Решетилівка,Великобагачанський район,Полтавська область,33.77334,49.79416,Україна
Затон,Великобагачанський район,Полтавська область,33.76974,49.76429,Україна
Бірки,Великобагачанський район,Полтавська область,33.80836,49.73081,Україна
Грушине,Хорольський район,Полтавська область,33.54246,49.80566,Україна
Кротівщина,Великобагачанський район,Полтавська область,33.60134,49.77116,Україна
Скибівщина,Великобагачанський район,Полтавська область,33.5701,49.75725,Україна
Ковалі,Хорольський район,Полтавська область,33.44805,49.81647,Україна
Роплянське,Хорольський район,Полтавська область,33.44478,49.71142,Україна
Лагодівка,Хорольський район,Полтавська область,33.48255,49.7121,Україна
Балюки,Великобагачанський район,Полтавська область,33.62348,49.73717,Україна
Дзюбівщина,Великобагачанський район,Полтавська область,33.73455,49.70077,Україна
Білаші,Шишацький район,Полтавська область,33.93659,49.71914,Україна
Чорнобаї,Шишацький район,Полтавська область,33.96028,49.73751,Україна
Поділ,Великобагачанський район,Полтавська область,33.8693,49.6661,Україна
Байрак,Великобагачанський район,Полтавська область,33.80957,49.64069,Україна
Коноплянка,Великобагачанський район,Полтавська область,33.85626,49.67176,Україна
Мостовівщина,Великобагачанський район,Полтавська область,33.64941,49.65048,Україна
Семенівка,Великобагачанський район,Полтавська область,33.55396,49.70936,Україна
Чапаєвка,Великобагачанський район,Полтавська область,33.5289,49.66987,Україна
Бригадирівка,Хорольський район,Полтавська область,33.45714,49.66816,Україна
Радивонівка,Великобагачанський район,Полтавська область,33.54401,49.64104,Україна
Радалівка,Глобинський район,Полтавська область,33.47792,49.55812,Україна
Демченки,Глобинський район,Полтавська область,33.51208,49.54182,Україна
Зубані,Глобинський район,Полтавська область,33.56289,49.54645,Україна
Балаклія,Великобагачанський район,Полтавська область,33.75,49.61426,Україна
Рокита,Великобагачанський район,Полтавська область,33.63413,49.58645,Україна
Кравченки,Великобагачанський район,Полтавська область,33.68151,49.53358,Україна
Нове Остапове,Великобагачанський район,Полтавська область,33.78622,49.53255,Україна
Уханівка,Великобагачанський район,Полтавська область,33.77815,49.56602,Україна
Остап'є,Великобагачанський район,Полтавська область,33.7579,49.55006,Україна
Попівка,Глобинський район,Полтавська область,33.78261,49.46079,Україна
Шилівка,Решетилівський район,Полтавська область,33.85197,49.57374,Україна
Мушти,Решетилівський район,Полтавська область,33.87754,49.61683,Україна
Малий Бакай,Решетилівський район,Полтавська область,33.92235,49.6146,Україна
Бакай,Решетилівський район,Полтавська область,33.98037,49.61374,Україна
Онищенки,Решетилівський район,Полтавська область,33.9014,49.58662,Україна
Хрещате,Решетилівський район,Полтавська область,33.92938,49.54216,Україна
Каленики,Решетилівський район,Полтавська область,33.85506,49.52499,Україна
М'якеньківка,Решетилівський район,Полтавська область,34.00921,49.53186,Україна
Михнівка,Решетилівський район,Полтавська область,33.95462,49.49341,Україна
Сухорабівка,Решетилівський район,Полтавська область,33.83343,49.48877,Україна
Фрунзівка,Решетилівський район,Полтавська область,33.95754,49.45135,Україна
Турбаї,Глобинський район,Полтавська область,33.63327,49.48654,Україна
Петрівка,Глобинський район,Полтавська область,33.56066,49.48242,Україна
Весела Долина,Глобинський район,Полтавська область,33.47603,49.405,Україна
Куп'євате,Глобинський район,Полтавська область,33.60117,49.43453,Україна
Фрунзівка,Глобинський район,Полтавська область,33.52924,49.36552,Україна
Манилівське,Глобинський район,Полтавська область,33.62829,49.40758,Україна
Майданівка,Глобинський район,Полтавська область,33.6743,49.44895,Україна
Глибоке,Глобинський район,Полтавська область,33.73506,49.41341,Україна
Заможнє,Глобинський район,Полтавська область,33.71773,49.40569,Україна
Приліпка,Козельщинський район,Полтавська область,33.80613,49.40466,Україна
Юрки,Козельщинський район,Полтавська область,33.76287,49.38045,Україна
Хорішки,Козельщинський район,Полтавська область,33.82416,49.37445,Україна
Нижня Мануйлівка,Козельщинський район,Полтавська область,33.71618,49.37187,Україна
Верхня Мануйлівка,Козельщинський район,Полтавська область,33.72717,49.34526,Україна
Буняківка,Козельщинський район,Полтавська область,33.90295,49.40637,Україна
Киселівка,Козельщинський район,Полтавська область,33.83943,49.41633,Україна
Дружба,Решетилівський район,Полтавська область,33.9481,49.41959,Україна
Шамраївка,Решетилівський район,Полтавська область,33.99856,49.3844,Україна
Висока Вакулівка,Козельщинський район,Полтавська область,33.93436,49.34887,Україна
Шафранівка,Шишацький район,Полтавська область,34.11392,49.79811,Україна
Велика Бузова,Шишацький район,Полтавська область,34.01848,49.78901,Україна
Тищенки,Шишацький район,Полтавська область,34.06946,49.78077,Україна
Міжгір'я,Диканський район,Полтавська область,34.21297,49.78248,Україна
Андріївка,Полтавський район,Полтавська область,34.2976,49.76395,Україна
Ландарі,Диканський район,Полтавська область,34.39836,49.78695,Україна
Велика Рудка,Диканський район,Полтавська область,34.46394,49.74832,Україна
Степанівка,Диканський район,Полтавська область,34.42583,49.7588,Україна
Надежда,Диканський район,Полтавська область,34.21125,49.74043,Україна
Піщане,Решетилівський район,Полтавська область,34.15066,49.74077,Україна
Нова Михайлівка,Решетилівський район,Полтавська область,34.10414,49.7394,Україна
Молодиківщина,Решетилівський район,Полтавська область,34.09109,49.74472,Україна
Лозівка,Полтавський район,Полтавська область,34.2988,49.70318,Україна
Байрак,Полтавський район,Полтавська область,34.36884,49.71914,Україна
Бершацьке,Полтавський район,Полтавська область,34.40626,49.6958,Україна
Бричківка,Полтавський район,Полтавська область,34.51252,49.7109,Україна
Жуки,Полтавський район,Полтавська область,34.50445,49.67417,Україна
Макарцівка,Полтавський район,Полтавська область,34.36146,49.6661,Україна
Бугаївка,Полтавський район,Полтавська область,34.31906,49.65855,Україна
Федіївка,Решетилівський район,Полтавська область,34.20027,49.6788,Україна
Кривки,Решетилівський район,Полтавська область,34.11117,49.68017,Україна
Братешки,Решетилівський район,Полтавська область,34.03427,49.67399,Україна
Глибока Балка,Решетилівський район,Полтавська область,34.01968,49.62232,Україна
Шкурупії,Решетилівський район,Полтавська область,34.09315,49.64601,Україна
Кірове,Полтавський район,Полтавська область,34.26,49.6285,Україна
Витівка,Полтавський район,Полтавська область,34.30979,49.62232,Україна
Супрунівка,Полтавський район,Полтавська область,34.4351,49.57752,Україна
Івашки,Полтавський район,Полтавська область,34.40712,49.58954,Україна
Білоконі,Решетилівський район,Полтавська область,34.11203,49.61477,Україна
Демидівка,Решетилівський район,Полтавська область,34.18774,49.5595,Україна
Кованчик,Полтавський район,Полтавська область,34.34807,49.55812,Україна
Мильці,Полтавський район,Полтавська область,34.45021,49.55984,Україна
Розсошенці,Полтавський район,Полтавська область,34.50411,49.54113,Україна
Мачухи,Полтавський район,Полтавська область,34.43167,49.531,Україна
Левенцівка,Решетилівський район,Полтавська область,34.23666,49.51572,Україна
Пустовари,Решетилівський район,Полтавська область,34.17709,49.54336,Україна
Ганжі,Решетилівський район,Полтавська область,34.11976,49.51006,Україна
Пащенки,Решетилівський район,Полтавська область,34.01642,49.50096,Україна
Тури,Решетилівський район,Полтавська область,34.1122,49.47693,Україна
Плоске,Решетилівський район,Полтавська область,34.23323,49.49221,Україна
Твердохліби,Полтавський район,Полтавська область,34.26601,49.48723,Україна
Шевченки,Полтавський район,Полтавська область,34.38034,49.47607,Україна
Малий Тростянець,Полтавський район,Полтавська область,34.50771,49.50027,Україна
Великий Тростянець,Полтавський район,Полтавська область,34.53638,49.49718,Україна
Буланове,Полтавський район,Полтавська область,34.55629,49.46268,Україна
Сапожине,Полтавський район,Полтавська область,34.5017,49.4553,Україна
Старі Санжари,Новосанжарський район,Полтавська область,34.43476,49.43333,Україна
Дмитренки,Новосанжарський район,Полтавська область,34.28696,49.43315,Україна
Потічок,Решетилівський район,Полтавська область,34.04045,49.47161,Україна
Стовбина Долина,Новосанжарський район,Полтавська область,34.22928,49.42371,Україна
Коби,Новосанжарський район,Полтавська область,34.21245,49.40483,Україна
Бридуни,Новосанжарський район,Полтавська область,34.28404,49.41084,Україна
Маньківка,Новосанжарський район,Полтавська область,34.48677,49.3638,Україна
Кунцеве,Новосанжарський район,Полтавська область,34.37536,49.38629,Україна
Судіївка,Полтавський район,Полтавська область,34.3,49.39075,Україна
Великий Кобелячок,Новосанжарський район,Полтавська область,34.11341,49.36449,Україна
Дубина,Новосанжарський район,Полтавська область,34.38206,49.34801,Україна
Богданівка,Новосанжарський район,Полтавська область,34.56608,49.33119,Україна
Пузикове,Глобинський район,Полтавська область,33.43998,49.33823,Україна
Манжелія,Глобинський район,Полтавська область,33.64614,49.32741,Україна
Дяченки,Козельщинський район,Полтавська область,33.74536,49.31059,Україна
Мар'янівка,Козельщинський район,Полтавська область,33.94209,49.31745,Україна
Забрідки,Новосанжарський район,Полтавська область,34.28472,49.32072,Україна
Зачепилівка,Новосанжарський район,Полтавська область,34.32043,49.31282,Україна
